OBJECTID,Entity,Layer,Color,Linetype,Elevation,LineWt,RefName,Shape_Leng,Shape_Area,Name,Gazette_Ty,Gazette_No,LGA,LCDA,Size,Date_1,Hyperlink,Shape_Le_1,Gazette__1
1321,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.978750812,789.333122529,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1322,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.847187688,815.052157236,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1323,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.640016593,779.265298438,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1324,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.628108132,721.144531863,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1325,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.219237575,742.816377038,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1326,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.112560819,737.439173741,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1327,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.301768893,740.365426147,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1328,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.042920345,731.684153256,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1329,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.91283101,745.004146619,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1330,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.447826272,772.302674998,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1331,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.758148193,752.801046037,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1332,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.521137757,924.426747026,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1333,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.309895336,871.188518556,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1334,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.049637109,704.191739741,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1335,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.262339246,743.351827946,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1336,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.020781372,717.317301246,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1337,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.876945881,711.315715966,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1338,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.633550797,720.490261557,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1339,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.959521472,724.365867496,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1340,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.590870904,737.450412523,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1341,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.964624685,725.853934152,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1342,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.138240339,782.454125431,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1343,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.457123413,812.774942546,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1344,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.334610111,779.984015701,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1345,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.003603397,789.572801077,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1346,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.871355228,815.297254955,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1347,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.664200255,779.504463014,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1348,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.652970386,721.367623316,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1349,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.244261496,743.046121383,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1350,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.137671485,737.665185788,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1351,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.327400579,740.599225947,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1352,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.06865191,731.914138375,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1353,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.938737851,745.240533068,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1354,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.47401444,772.550613193,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1355,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.784681305,753.040149035,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1356,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.5461113,924.731285083,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1357,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.908165209,774.75326081,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1358,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.89119733,832.580396234,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1359,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.789224813,722.206767446,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1360,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.959009754,777.216846242,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1361,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.289259569,710.027604687,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1362,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.933948136,742.375121179,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1363,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.290070577,765.105380382,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1364,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.291331314,791.962016262,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1365,LWPolyline,PLOTS,1,Continuous,0.0,25,,109.109863379,672.365687723,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1366,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.451756778,707.906852765,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1367,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.070284376,687.059194692,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1368,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.735985795,716.502527085,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1369,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.36296998,764.140741697,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1370,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.26773992,756.007208657,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1371,LWPolyline,PLOTS,1,Continuous,0.0,25,,1414.10862371,113240.194995,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1372,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.639994699,848.498826669,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1373,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.319799107,863.259847574,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1374,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.776595428,702.890531867,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1375,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.705512416,720.812308389,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1376,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.04511205,731.599645023,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1377,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.488947443,765.321582892,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1378,LWPolyline,PLOTS,1,Continuous,0.0,25,,109.915001682,663.082734748,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1379,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.197717656,777.8697183,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1380,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.825601657,713.303563653,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1381,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.360020931,796.750854009,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1382,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.789668047,808.232597356,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1383,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.17049226,784.536390112,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1384,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.44713184,758.24219914,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1385,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.234760453,883.181419108,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1386,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.263034113,926.216319358,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1387,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.345650792,766.490727708,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1388,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.252657056,769.133980554,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1389,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.262946741,807.292607833,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1390,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.48467143,760.409765974,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1391,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.045149853,698.941103855,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1392,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.112737144,742.179512605,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1393,LWPolyline,PLOTS,1,Continuous,0.0,25,,107.754245242,651.883898647,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1394,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.259890953,697.184429624,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1395,LWPolyline,PLOTS,1,Continuous,0.0,25,,109.90211004,697.725104869,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1396,LWPolyline,PLOTS,1,Continuous,0.0,25,,107.804113068,666.224681741,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1397,LWPolyline,PLOTS,1,Continuous,0.0,25,,106.567184013,648.253166156,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1398,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.227306854,762.427830841,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1399,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.740282147,886.3583118,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1400,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.966197697,817.093663035,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1401,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.069604544,801.150942403,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1402,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.584490094,772.132520912,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1403,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.98306261,760.489609629,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1404,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.752243379,791.943993332,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1405,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.022355089,815.421764742,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1406,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.312630517,667.696557858,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1407,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.050381569,802.267937437,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1408,LWPolyline,PLOTS,1,Continuous,0.0,25,,124.96122566,984.572897113,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1409,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.801023583,876.288178556,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1410,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.798435436,751.739802809,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1411,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.227627543,717.42524066,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1412,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.225346248,703.757816026,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1413,LWPolyline,PLOTS,1,Continuous,0.0,25,,108.59394626,669.243435019,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1414,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.218461211,712.534182312,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1415,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.430711372,718.678354999,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1416,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.793983125,741.762905142,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1417,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.944685944,800.579530749,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1418,LWPolyline,PLOTS,1,Continuous,0.0,25,,135.181552797,1190.1373328,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1419,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.935222532,743.157551267,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1420,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.025941611,822.510525213,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1421,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.399990245,745.950141635,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1422,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.975161337,770.593360575,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1423,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.422846881,774.791527681,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1424,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.10402278,768.524050878,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1425,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.560327004,818.879402249,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1426,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.237339855,889.455555689,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1427,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.516415772,769.741386145,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1428,LWPolyline,PLOTS,1,Continuous,0.0,25,,109.820025896,711.55230268,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1429,LWPolyline,PLOTS,1,Continuous,0.0,25,,106.449598389,653.503731139,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1430,LWPolyline,PLOTS,1,Continuous,0.0,25,,108.113239358,680.168083644,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1431,LWPolyline,PLOTS,1,Continuous,0.0,25,,107.181729555,658.44941478,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1432,LWPolyline,PLOTS,1,Continuous,0.0,25,,107.736737604,662.632918342,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1433,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.683137113,745.242793932,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1434,LWPolyline,PLOTS,1,Continuous,0.0,25,,108.417248851,667.644572122,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1435,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.77306696,684.139555757,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1436,LWPolyline,PLOTS,1,Continuous,0.0,25,,871.728917504,46735.7335006,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1437,LWPolyline,PLOTS,1,Continuous,0.0,25,,1277.97028585,103608.22277,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1438,LWPolyline,PLOTS,1,Continuous,0.0,25,,196.030286162,2345.85891936,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1439,LWPolyline,PLOTS,1,Continuous,0.0,25,,257.922709159,4052.63985848,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1440,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.640590868,917.223655053,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1441,LWPolyline,PLOTS,1,Continuous,0.0,25,,129.601693368,1024.54677167,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1442,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.579248994,862.374047153,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1443,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.000280492,888.211500146,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1444,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.973971687,868.522322156,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1445,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.462090903,886.089632768,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1446,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.069390735,872.722714436,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1447,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.277848932,839.208925048,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1448,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.893952047,846.63477476,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1449,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.748647522,950.342729412,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1450,LWPolyline,PLOTS,1,Continuous,0.0,25,,123.73775908,981.634349935,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1451,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.813461717,957.758905204,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1452,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.27621159,950.843186393,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1453,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.909470202,909.612918042,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1454,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.904347675,908.703593609,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1455,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.597722555,829.772770334,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1456,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.373427702,887.971134645,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1457,LWPolyline,PLOTS,1,Continuous,0.0,25,,123.047546814,909.553150476,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1458,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.888163774,863.905568833,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1459,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.421213011,878.153242335,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1460,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.693079533,865.653584354,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1461,LWPolyline,PLOTS,1,Continuous,0.0,25,,123.829682516,922.808744588,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1462,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.498045145,864.714995926,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1463,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.049199244,916.404067106,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1464,LWPolyline,PLOTS,1,Continuous,0.0,25,,124.564977027,1013.22801548,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1465,LWPolyline,PLOTS,1,Continuous,0.0,25,,124.636041956,974.77635008,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1466,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.58149381,810.035651012,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1467,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.614645484,828.499270652,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1468,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.44316999,860.296601558,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1469,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.232585553,827.68783829,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1470,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.732335308,885.901584048,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1471,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.480207891,833.66945218,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1472,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.627637492,866.709163781,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1473,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.576869866,866.757748888,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1474,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.777573602,941.31984466,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1475,LWPolyline,PLOTS,1,Continuous,0.0,25,,143.443190436,1320.75783346,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1476,LWPolyline,PLOTS,1,Continuous,0.0,25,,152.342755278,1397.77479131,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1477,LWPolyline,PLOTS,1,Continuous,0.0,25,,142.086968725,1153.86900933,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1478,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.577127112,874.60843833,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1479,LWPolyline,PLOTS,1,Continuous,0.0,25,,130.58780509,983.230350878,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1480,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.014587406,852.166939356,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1481,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.967771877,845.768429521,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1482,LWPolyline,PLOTS,1,Continuous,0.0,25,,123.573643651,851.926888017,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1483,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.354400853,885.631712245,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1484,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.350818726,848.440841444,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1485,LWPolyline,PLOTS,1,Continuous,0.0,25,,123.798850283,928.255443431,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1486,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.625750739,855.018002776,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1487,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.314990612,901.785426551,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1488,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.769392841,854.48750037,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1489,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.112640544,858.982413678,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1490,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.965063615,855.324122102,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1491,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.214303687,893.766424885,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1492,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.088026264,923.195845447,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1493,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.694075174,829.11354353,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1494,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.374700989,826.934494534,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1495,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.885729666,832.784121721,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1496,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.550254725,875.274830109,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1497,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.799453984,846.40743588,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1498,LWPolyline,PLOTS,1,Continuous,0.0,25,,121.542970075,924.857843121,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1499,LWPolyline,PLOTS,1,Continuous,0.0,25,,147.120978596,1227.66348626,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1500,LWPolyline,PLOTS,1,Continuous,0.0,25,,144.518402823,1130.13382014,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1501,LWPolyline,PLOTS,1,Continuous,0.0,25,,139.754745654,1077.28699691,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1502,LWPolyline,PLOTS,1,Continuous,0.0,25,,134.295497594,1016.15682635,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1503,LWPolyline,PLOTS,1,Continuous,0.0,25,,127.14549971,917.754892979,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1504,LWPolyline,PLOTS,1,Continuous,0.0,25,,124.664333992,913.278504698,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1505,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.069114352,936.270719172,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1506,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.083313506,827.114267774,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1507,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.799969893,838.81685059,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1508,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.964481839,838.384139622,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1509,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.549389304,813.798216342,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1510,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.92808783,871.802455521,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1511,LWPolyline,PLOTS,1,Continuous,0.0,25,,124.465854214,975.242185303,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1512,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.828665668,896.530428472,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
